person_id,bank_account_number,bank,person_age,person_education,person_gender,person_marital_status,person_occupation
p000486,A000486,2198345,19,below high school,female,single,student
p000487,A000487,1683509,40,associate degree,male,married,blue-collar worker
p000488,A000488,5472906,53,bachelor's degree,female,married,freelancer
p000489,A000489,2657408,30,high school,male,single,white-collar worker
p000490,A000490,5286314,44,graduate degree or higher,male,single,business owner
p000491,A000491,1398427,70,high school,female,married,retired
p000492,A000492,5286314,25,associate degree,female,single,freelancer
p000493,A000493,2046713,61,bachelor's degree,male,married,blue-collar worker
p000494,A000494,2657408,38,associate degree,female,married,freelancer
p000495,A000495,2367901,28,bachelor's degree,female,single,white-collar worker
p000496,A000496,1739462,49,graduate degree or higher,male,married,business owner
p000497,A000497,3071954,74,below high school,female,married,retired
p000498,A000498,4871609,32,associate degree,male,single,blue-collar worker
p000499,A000499,3468205,55,high school,female,married,unemployed
p000500,A000500,4175902,22,high school,male,single,student
p000501,A000501,2367901,35,bachelor's degree,female,married,white-collar worker
p000502,A000502,3714628,44,associate degree,male,married,blue-collar worker
p000503,A000503,4693725,58,graduate degree or higher,female,married,retired
p000504,A000504,3862507,28,bachelor's degree,male,single,freelancer
p000505,A000505,3295718,31,associate degree,female,married,business owner
p000506,A000506,1047286,67,high school,male,married,retired
p000507,A000507,4027316,19,below high school,female,single,student
p000508,A000508,4871609,47,graduate degree or higher,male,married,white-collar worker
p000509,A000509,3468205,53,high school,female,married,blue-collar worker
p000510,A000510,2367901,24,high school,male,single,student
p000511,A000511,5472906,62,associate degree,female,married,retired
p000512,A000512,4027316,29,bachelor's degree,male,married,freelancer
p000513,A000513,1527806,38,graduate degree or higher,female,married,white-collar worker
p000514,A000514,5286314,71,high school,male,married,retired
p000515,A000515,1683509,26,associate degree,female,single,business owner
p000516,A000516,2198345,32,bachelor's degree,male,single,white-collar worker
p000517,A000517,1527806,60,associate degree,female,married,retired
p000518,A000518,5286314,25,high school,male,single,student
p000519,A000519,1527806,45,graduate degree or higher,female,married,freelancer
p000520,A000520,4381267,22,associate degree,male,single,student
p000521,A000521,3468205,34,bachelor's degree,female,married,white-collar worker
p000522,A000522,1683509,47,associate degree,male,married,blue-collar worker
p000523,A000523,2198345,29,graduate degree or higher,female,single,freelancer
p000524,A000524,2367901,55,bachelor's degree,male,married,business owner
p000525,A000525,3714628,66,high school,female,married,retired
p000526,A000526,1872056,41,bachelor's degree,male,married,white-collar worker
p000527,A000527,4175902,27,high school,female,single,unemployed
p000528,A000528,2486137,37,graduate degree or higher,male,married,other
p000529,A000529,1872056,62,below high school,female,married,retired
p000530,A000530,4027316,45,associate degree,male,married,blue-collar worker
p000531,A000531,3862507,32,high school,female,single,freelancer
p000532,A000532,5039472,50,bachelor's degree,male,married,business owner
p000533,A000533,2198345,23,bachelor's degree,female,single,student
p000534,A000534,3295718,39,associate degree,male,married,white-collar worker
p000535,A000535,3186407,68,high school,female,married,retired
p000536,A000536,2198345,31,graduate degree or higher,male,single,unemployed
p000537,A000537,5286314,58,associate degree,female,married,business owner
p000538,A000538,5472906,46,high school,male,married,white-collar worker
p000539,A000539,5039472,21,high school,female,single,freelancer
p000540,A000540,1265934,23,associate degree,male,single,student
p000541,A000541,1398427,34,bachelor's degree,female,married,white-collar worker
p000542,A000542,3862507,29,associate degree,male,married,blue-collar worker
p000543,A000543,2947806,51,bachelor's degree,female,married,retired
p000544,A000544,4871609,42,graduate degree or higher,male,married,business owner
p000545,A000545,2198345,65,high school,female,married,retired
p000546,A000546,1265934,37,high school,male,single,freelancer
p000547,A000547,1047286,70,below high school,female,married,retired
p000548,A000548,2486137,18,below high school,male,single,student
p000549,A000549,4528071,45,associate degree,female,married,white-collar worker
p000550,A000550,1683509,61,bachelor's degree,male,married,retired
p000551,A000551,3862507,30,associate degree,female,single,blue-collar worker
p000552,A000552,2198345,26,bachelor's degree,male,single,white-collar worker
p000553,A000553,1739462,56,associate degree,female,married,unemployed
p000554,A000554,4381267,49,graduate degree or higher,male,married,business owner
p000555,A000555,3071954,22,high school,female,single,student
p000556,A000556,3468205,39,bachelor's degree,male,married,freelancer
p000557,A000557,4175902,31,associate degree,female,single,blue-collar worker
p000558,A000558,2947806,67,below high school,male,married,retired
p000559,A000559,3468205,28,high school,female,single,student
p000560,A000560,1047286,22,associate degree,female,single,student
p000561,A000561,1527806,48,bachelor's degree,male,married,white-collar worker
p000562,A000562,1398427,34,graduate degree or higher,female,married,business owner
p000563,A000563,5286314,28,bachelor's degree,male,single,freelancer
p000564,A000564,4175902,68,high school,female,married,retired
p000565,A000565,5286314,39,associate degree,male,married,blue-collar worker
p000566,A000566,1683509,52,bachelor's degree,female,married,business owner
p000567,A000567,3468205,18,high school,male,single,student
p000568,A000568,1265934,45,associate degree,female,single,white-collar worker
p000569,A000569,4871609,65,below high school,male,married,unemployed
p000570,A000570,2657408,32,graduate degree or higher,female,single,white-collar worker
p000571,A000571,3581974,55,associate degree,male,married,blue-collar worker
p000572,A000572,3468205,23,high school,female,single,student
p000573,A000573,1683509,72,below high school,male,married,retired
p000574,A000574,2947806,49,bachelor's degree,female,married,white-collar worker
p000575,A000575,1683509,37,associate degree,male,single,freelancer
p000576,A000576,1265934,24,high school,female,single,student
p000577,A000577,2367901,61,high school,male,married,retired
p000578,A000578,2657408,44,bachelor's degree,female,single,business owner
p000579,A000579,5286314,29,bachelor's degree,male,married,white-collar worker
p000580,A000580,5472906,22,bachelor's degree,female,single,student
p000581,A000581,4693725,30,bachelor's degree,male,married,white-collar worker
p000582,A000582,5039472,47,high school,female,married,blue-collar worker
p000583,A000583,1265934,40,graduate degree or higher,male,married,business owner
p000584,A000584,5286314,66,associate degree,female,married,retired
p000585,A000585,2657408,18,high school,male,single,student
p000586,A000586,1872056,55,bachelor's degree,female,married,white-collar worker
p000587,A000587,4027316,63,graduate degree or higher,male,married,retired
p000588,A000588,2046713,36,bachelor's degree,female,single,freelancer
p000589,A000589,4027316,28,associate degree,male,single,blue-collar worker
p000590,A000590,1527806,42,high school,female,married,unemployed
p000591,A000591,2657408,50,associate degree,male,married,blue-collar worker
p000592,A000592,4528071,58,high school,female,married,retired
p000593,A000593,3468205,24,associate degree,male,single,freelancer
p000594,A000594,5286314,60,graduate degree or higher,female,married,white-collar worker
p000595,A000595,5039472,74,below high school,female,married,retired
p000596,A000596,2947806,32,bachelor's degree,male,single,white-collar worker
p000597,A000597,3714628,68,associate degree,female,married,retired
p000598,A000598,4381267,19,high school,male,single,student
p000599,A000599,1683509,39,graduate degree or higher,female,married,white-collar worker
p000600,A000600,5472906,23,high school,female,single,student
p000601,A000601,5472906,34,bachelor's degree,male,married,white-collar worker
p000602,A000602,2046713,44,bachelor's degree,female,married,business owner
p000603,A000603,5039472,29,associate degree,male,single,blue-collar worker
p000604,A000604,1739462,58,high school,female,married,retired
p000605,A000605,4693725,46,graduate degree or higher,male,married,white-collar worker
p000606,A000606,4693725,19,below high school,female,single,student
p000607,A000607,1739462,64,associate degree,male,married,retired
p000608,A000608,5286314,39,high school,female,married,blue-collar worker
p000609,A000609,2947806,27,bachelor's degree,male,single,white-collar worker
p000610,A000610,1047286,55,graduate degree or higher,female,married,business owner
p000611,A000611,1739462,22,associate degree,male,single,freelancer
p000612,A000612,4381267,68,high school,female,married,retired
p000613,A000613,5472906,37,associate degree,male,married,freelancer
p000614,A000614,2486137,48,bachelor's degree,female,married,white-collar worker
p000615,A000615,4693725,21,associate degree,male,single,student
p000616,A000616,5472906,32,bachelor's degree,female,married,white-collar worker
p000617,A000617,2947806,52,graduate degree or higher,male,married,business owner
p000618,A000618,4693725,63,associate degree,female,married,retired
p000619,A000619,4027316,41,bachelor's degree,male,married,white-collar worker
p000620,A000620,5039472,24,associate degree,female,single,student
